10006,19660628,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,50.37500,51.50000,51.25000,5100,-0.009662,,,5920,1.5,1.5,,,-0.009662,-0.004609,-0.004663,-0.004851,-0.004989,-0.004763
10006,19660629,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,50.37500,51.75000,50.37500,6700,-0.017073,,,5920,1.5,1.5,,,-0.017073,-0.009760,-0.009821,-0.009873,-0.009911,-0.009455
10006,19660630,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,49.37500,50.25000,50.25000,3000,-0.002481,,,5920,1.5,1.5,,,-0.002481,-0.001761,-0.001784,-0.005331,-0.005354,-0.001414
10006,19660701,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,50.00000,50.62500,50.00000,3700,-0.004975,,,5920,1.5,1.5,,,-0.004975,0.009788,0.009775,0.009215,0.009182,0.010267
10006,19660705,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,50.50000,51.50000,50.50000,4000,0.010000,,,5920,1.5,1.5,,,0.010000,0.001638,0.001540,0.000899,0.000773,0.002453
10006,19660706,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,50.50000,51.37500,51.25000,3600,0.014851,,,5920,1.5,1.5,,,0.014851,0.013781,0.013718,0.009228,0.009154,0.014449
10006,19660707,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,51.50000,52.25000,51.75000,2000,0.009756,,,5920,1.5,1.5,,,0.009756,0.003639,0.003629,0.004433,0.004421,0.003676
10006,19660708,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,51.37500,52.50000,52.00000,3300,0.004831,,,5920,1.5,1.5,,,0.004831,0.001725,0.001718,0.002654,0.002616,0.002632
10006,19660711,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,52.00000,52.87500,52.62500,3400,0.012019,,,5920,1.5,1.5,,,0.012019,-0.001325,-0.001358,-0.000224,-0.000256,-0.001826
10006,19660712,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,51.87500,53.00000,52.25000,6100,-0.007126,,,5920,1.5,1.5,,,-0.007126,-0.004790,-0.004907,-0.002805,-0.002998,-0.006518
10006,19660713,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,51.62500,52.25000,52.25000,2000,0.000000,,,5920,1.5,1.5,,,0.000000,-0.006046,-0.006083,-0.004312,-0.004365,-0.006676
10006,19660714,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,52.12500,52.37500,52.12500,800,-0.002392,,,5920,1.5,1.5,,,-0.002392,0.005521,0.005511,0.005214,0.005204,0.006025
10006,19660715,,10,1,3743,,ACF,A C F INDUSTRIES INC,,,,N,A,R,22156,0,1,3743,00080010,,,,,,,,,37,374,,,,,,,,,,,,,,,51.75000,52.37500,51.75000,2000,-0.007194,,,5920,1.5,1.5,,,-0.007194,0.003141,0.003095,0.003033,0.002987,0.002995
