10002,19940323,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,-0.009346,12.50000,14.00000,2999,1.5,1.5,,0,-0.009346,0.000630,0.000629,0.002429,0.002424,-0.000555
10002,19940324,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,13.12500,13.12500,13.12500,500,-0.009434,12.50000,14.00000,2999,1.5,1.5,13.12500,1,-0.009434,-0.009549,-0.009580,-0.007307,-0.007332,-0.008943
10002,19940325,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.009524,12.50000,14.00000,2999,1.5,1.5,,0,0.009524,-0.005953,-0.006429,0.002013,0.001587,-0.008119
10002,19940328,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.004818,-0.004832,-0.010704,-0.010730,-0.001259
10002,19940329,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.017826,-0.017881,-0.014216,-0.014235,-0.016348
10002,19940330,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.015234,-0.015261,-0.015448,-0.015460,-0.015316
10002,19940331,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,0,60,602,,,,,,,,,,,1,3,4,4,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.001431,-0.001462,-0.005163,-0.005180,0.000494
10002,19940404,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.016179,-0.016394,-0.020549,-0.020674,-0.015367
10002,19940405,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,0.023771,0.023571,0.022739,0.022702,0.021348
10002,19940406,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,0.000571,0.000561,0.003281,0.003262,-0.000535
10002,19940407,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,12.50000,12.50000,806,-0.056604,12.50000,14.00000,2999,1.5,1.5,12.50000,1,-0.056604,0.006125,0.006119,0.005870,0.005859,0.006316
10002,19940408,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.060000,12.50000,14.00000,2999,1.5,1.5,,0,0.060000,-0.007577,-0.007643,-0.001988,-0.002015,-0.008384
10002,19940411,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,0.003097,0.002951,-0.000964,-0.001182,0.006195
10002,19940412,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.004958,-0.005006,-0.004290,-0.004357,-0.005113
10002,19940413,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.005797,-0.005810,-0.007957,-0.007968,-0.002927
10002,19940414,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,0.000387,0.000326,0.000264,0.000235,0.000269
10002,19940415,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,14.00000,14.00000,14.00000,100,0.056604,12.50000,14.00000,2999,1.5,1.5,14.00000,1,0.056604,0.000358,0.000358,0.000997,0.000987,-0.000448
10002,19940418,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,14.00000,14.00000,14.00000,100,0.000000,12.50000,14.00000,2999,1.5,1.5,14.00000,1,0.000000,-0.008180,-0.008271,-0.007061,-0.007102,-0.008337
10002,19940419,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,-0.053571,12.50000,14.00000,2999,1.5,1.5,,0,-0.053571,-0.002912,-0.002954,-0.007999,-0.008021,0.000181
10002,19940420,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.003959,-0.003968,-0.007835,-0.007844,-0.001311
10002,19940421,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,0.014568,0.014568,0.008191,0.008184,0.015318
10002,19940422,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,12.50000,12.50000,661,-0.056604,12.50000,14.00000,2999,1.5,1.5,12.50000,2,-0.056604,0.000045,0.000040,0.004762,0.004750,-0.002451
10002,19940425,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,200,0.060000,12.50000,14.00000,2999,1.5,1.5,,1,0.060000,0.010255,0.010038,0.005816,0.005523,0.011349
10002,19940426,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,0.001001,0.000748,0.004719,0.004621,-0.001855
10002,19940428,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,14.00000,14.00000,14.00000,276,0.056604,12.50000,14.00000,2999,1.5,1.5,14.00000,1,0.056604,-0.005149,-0.005172,0.001154,0.001124,-0.006130
10002,19940429,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,12.50000,12.50000,500,-0.107143,12.50000,14.00000,2999,1.5,1.5,12.50000,1,-0.107143,0.004598,0.004589,0.005459,0.005441,0.004030
10002,19940502,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.060000,12.50000,14.00000,2999,1.5,1.5,,0,0.060000,0.005440,0.005158,0.003325,0.003211,0.004679
10002,19940503,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.000022,-0.000160,0.002695,0.002637,0.000022
10002,19940504,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.000000,12.50000,14.00000,2999,1.5,1.5,,0,0.000000,-0.001381,-0.001494,0.001993,0.001929,-0.002892
10002,19940505,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.75000,13.50000,12.75000,4400,-0.037736,12.50000,14.00000,2999,1.5,1.5,13.50000,3,-0.037736,-0.000920,-0.001154,0.001005,0.000980,-0.000753
10002,19940506,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,12.50000,14.00000,-13.25000,0,0.039216,12.50000,14.00000,2999,1.5,1.5,,0,0.039216,-0.008426,-0.008522,-0.004925,-0.004976,-0.007887
10002,19940509,,11,3,6710,83623410,SABC,SOUTH ALABAMA BANCORPORATION INC,,SABC,,Q,A,R,7954,10399,3,6020,05978R10,,,,,,,,,60,602,,,,,,,,,,,,,,,13.25000,13.25000,13.25000,600,0.000000,12.50000,14.00000,2999,1.5,1.5,13.25000,2,0.000000,-0.012199,-0.012809,-0.007245,-0.007473,-0.012282
